data-time,wind,ap,tmp,humi
2018-09-17-21:00:00,2.4,1018.34,288.65,69.0
2018-09-17-22:00:00,2.26,1018.34,288.65,68.0
2018-09-17-23:00:00,1.7,1018.65,289.55,66.0
2018-09-18-00:00:01,2.45,1018.86,290.85,60.0
2018-09-18-01:00:00,3.13,1018.66,293.15,49.0
2018-09-18-02:00:00,1.97,1018.67,295.15,42.0
2018-09-18-03:00:00,1.54,1018.07,296.65,39.0
2018-09-18-04:00:00,1.26,1017.38,298.45,30.0
2018-09-18-05:00:00,1.43,1016.77,298.25,32.0
2018-09-18-06:00:00,2.54,1016.27,297.65,31.0
2018-09-18-07:00:00,2.48,1015.67,298.15,31.0
2018-09-18-08:00:00,2.2,1015.47,297.85,35.0
2018-09-18-09:00:00,2.39,1015.17,297.85,37.0
2018-09-18-10:00:00,1.41,1015.27,295.85,47.0
2018-09-18-11:00:00,2.46,1015.16,296.05,53.0
2018-09-18-12:00:00,1.77,1015.76,295.25,55.0
2018-09-18-13:00:00,2.85,1016.05,294.85,57.0
2018-09-18-14:00:00,2.98,1015.76,294.55,58.0
2018-09-18-15:00:00,1.74,1015.74,290.15,77.0
2018-09-18-16:00:00,1.31,1015.74,289.85,82.0
2018-09-18-17:00:00,1.72,1015.74,289.45,84.0
2018-09-18-18:00:00,1.58,1015.54,290.05,79.0
2018-09-18-19:00:00,1.87,1015.34,289.05,80.0
2018-09-18-20:00:00,1.88,1014.93,289.15,79.0
2018-09-18-21:00:00,2.47,1015.04,288.65,78.0
2018-09-18-22:00:00,3.21,1015.04,288.85,77.0
2018-09-18-23:00:00,2.48,1015.04,289.05,75.0
2018-09-19-00:00:01,2.72,1015.05,290.55,70.0
2018-09-19-01:00:00,2.72,1015.25,291.85,64.0
2018-09-19-02:00:00,1.31,1015.46,293.45,56.0
2018-09-19-03:00:00,1.65,1014.96,294.15,54.0
2018-09-19-04:00:00,1.74,1014.16,294.75,50.0
2018-09-19-05:00:00,1.03,1013.96,295.85,47.0
2018-09-19-06:00:00,2.21,1012.96,296.15,45.0
2018-09-19-07:00:00,1.86,1012.36,296.45,45.0
2018-09-19-08:00:00,2.39,1012.26,296.25,49.0
2018-09-19-09:00:00,1.52,1012.46,295.95,50.0
2018-09-19-10:00:00,2.3,1012.15,295.05,54.0
2018-09-19-11:00:00,2.3,1012.34,295.15,53.0
2018-09-19-12:00:00,1.96,1012.94,293.75,61.0
2018-09-19-13:00:00,1.84,1013.14,292.95,65.0
2018-09-19-14:00:00,1.59,1013.14,292.55,68.0
2018-09-19-15:00:00,1.79,1013.34,292.85,67.0
2018-09-19-16:00:00,1.71,1013.33,290.35,82.0
2018-09-19-17:00:00,1.91,1013.03,290.55,80.0
2018-09-19-18:00:00,1.63,1012.63,291.05,77.0
2018-09-19-19:00:00,1.63,1012.33,290.25,80.0
2018-09-19-20:00:00,2.23,1012.23,289.15,84.0
2018-09-19-21:00:00,1.85,1012.03,288.45,84.0
2018-09-19-22:00:00,1.89,1012.43,287.95,85.0
2018-09-19-23:00:00,2.34,1012.93,288.85,83.0
2018-09-20-00:00:01,2.83,1013.44,290.15,77.0
2018-09-20-01:00:00,2.0,1013.55,291.75,70.0
2018-09-20-02:00:00,1.36,1013.86,294.05,61.0
2018-09-20-03:00:00,2.11,1013.66,295.95,52.0
2018-09-20-04:00:00,1.43,1012.66,297.15,48.0
2018-09-20-05:00:00,1.43,1011.76,297.85,46.0
2018-09-20-06:00:00,2.79,1010.96,298.55,43.0
2018-09-20-07:00:00,3.46,1010.56,299.35,44.0
2018-09-20-08:00:00,4.77,1009.96,299.25,44.0
2018-09-20-09:00:00,4.38,1009.66,298.65,45.0
2018-09-20-10:00:00,5.18,1009.75,297.85,54.0
2018-09-20-11:00:00,4.21,1009.95,296.55,58.0
2018-09-20-12:00:00,3.18,1010.64,295.95,60.0
2018-09-20-13:00:00,3.36,1011.14,294.85,66.0
2018-09-20-14:00:00,2.99,1011.03,292.25,77.0
2018-09-20-15:00:00,3.06,1010.73,292.95,73.0
2018-09-20-16:00:00,1.0,1011.04,291.55,80.0
2018-09-20-17:00:00,2.95,1011.33,290.25,85.0
2018-09-20-18:00:00,2.84,1011.43,290.05,85.0
2018-09-20-19:00:00,1.49,1011.63,289.35,85.0
2018-09-20-20:00:00,4.16,1011.73,290.55,37.0
2018-09-20-21:00:00,2.09,1012.02,287.95,48.0
2018-09-20-22:00:00,1.33,1012.13,290.45,32.0
2018-09-20-23:00:00,1.17,1012.53,288.95,53.0
2018-09-21-00:00:01,2.42,1012.85,292.75,29.0
2018-09-21-01:00:00,2.31,1012.86,294.85,28.0
2018-09-21-02:00:00,6.6,1012.86,296.25,21.0
2018-09-21-03:00:00,7.55,1012.66,296.95,18.0
2018-09-21-04:00:00,10.02,1011.96,297.55,16.0
2018-09-21-05:00:00,9.15,1011.56,298.25,14.0
2018-09-21-06:00:00,10.29,1011.47,298.25,13.0
2018-09-21-07:00:00,9.42,1011.37,298.55,14.0
2018-09-21-08:00:00,7.07,1011.26,298.45,14.0
2018-09-21-09:00:00,7.15,1011.66,297.55,17.0
2018-09-21-10:00:00,5.25,1012.16,296.15,20.0
2018-09-21-11:00:00,3.99,1013.05,292.65,29.0
2018-09-21-12:00:00,4.59,1014.35,291.85,30.0
2018-09-21-13:00:00,3.23,1015.15,291.05,31.0
2018-09-21-14:00:00,2.26,1015.33,289.45,36.0
2018-09-21-15:00:00,1.59,1015.13,291.05,30.0
2018-09-21-16:00:00,1.37,1015.33,290.45,33.0
2018-09-21-17:00:00,2.46,1015.42,288.05,45.0
2018-09-21-18:00:00,2.13,1015.54,288.85,41.0
2018-09-21-19:00:00,4.24,1015.54,289.55,36.0
2018-09-21-20:00:00,2.23,1015.95,287.55,43.0
2018-09-21-21:00:00,5.82,1016.15,290.35,27.0
2018-09-21-22:00:00,3.19,1016.55,289.55,29.0
2018-09-21-23:00:00,4.8,1017.05,290.45,26.0
2018-09-22-00:00:01,5.41,1017.46,292.15,24.0
2018-09-22-01:00:00,6.53,1017.66,293.25,23.0
2018-09-22-02:00:00,8.92,1017.77,293.95,20.0
2018-09-22-03:00:00,7.95,1017.27,294.75,19.0
2018-09-22-04:00:00,8.65,1016.67,296.15,18.0
2018-09-22-05:00:00,8.31,1015.87,296.35,17.0
2018-09-22-06:00:00,6.54,1014.87,297.25,18.0
2018-09-22-07:00:00,8.83,1014.17,297.45,15.0
2018-09-22-08:00:00,7.78,1013.97,297.45,16.0
2018-09-22-09:00:00,6.54,1013.87,297.05,17.0
2018-09-22-10:00:00,6.42,1014.26,295.65,18.0
2018-09-22-11:00:00,5.5,1015.16,293.95,21.0
2018-09-22-12:00:00,4.22,1016.66,291.85,25.0
2018-09-22-13:00:00,3.97,1017.75,290.55,27.0
2018-09-22-14:00:00,1.24,1017.74,290.35,26.0
2018-09-22-15:00:00,2.16,1017.83,288.35,32.0
2018-09-22-16:00:00,2.46,1018.12,289.85,30.0
2018-09-22-17:00:00,1.88,1018.33,286.15,43.0
2018-09-22-18:00:00,2.82,1018.22,286.95,43.0
2018-09-22-19:00:00,1.08,1018.22,284.55,53.0
2018-09-22-20:00:00,2.53,1017.93,287.05,43.0
2018-09-22-21:00:00,2.73,1018.22,285.85,49.0
2018-09-22-22:00:00,4.03,1018.64,286.85,38.0
2018-09-22-23:00:00,2.66,1019.05,288.45,34.0
2018-09-23-00:00:01,5.65,1019.06,290.65,30.0
2018-09-23-01:00:00,7.48,1019.77,292.65,26.0
2018-09-23-02:00:00,5.39,1019.57,293.75,25.0
2018-09-23-03:00:00,6.95,1019.37,294.65,25.0
2018-09-23-04:00:00,8.26,1019.08,295.85,27.0
2018-09-23-05:00:00,9.65,1018.58,296.85,24.0
2018-09-23-06:00:00,8.88,1018.28,296.55,26.0
2018-09-23-07:00:00,6.74,1017.97,296.95,25.0
2018-09-23-08:00:00,6.82,1017.97,296.55,27.0
2018-09-23-09:00:00,8.94,1018.37,295.55,26.0
2018-09-23-10:00:00,5.49,1018.97,293.95,28.0
2018-09-23-11:00:00,4.19,1019.77,292.55,32.0
2018-09-23-12:00:00,3.52,1020.67,291.35,35.0
2018-09-23-13:00:00,3.68,1021.17,291.35,35.0
2018-09-23-14:00:00,2.79,1021.65,290.65,38.0
2018-09-23-15:00:00,1.84,1022.24,288.35,49.0
2018-09-23-16:00:00,2.13,1022.64,287.15,53.0
2018-09-23-17:00:00,3.41,1022.74,286.75,55.0
2018-09-23-18:00:00,3.97,1022.74,286.05,61.0
2018-09-23-19:00:00,3.17,1022.83,285.35,64.0
2018-09-23-20:00:00,1.83,1023.03,284.85,65.0
2018-09-23-21:00:00,2.87,1023.43,284.75,63.0
2018-09-23-22:00:00,2.92,1023.94,284.55,62.0
2018-09-23-23:00:00,3.29,1024.15,287.25,57.0
2018-09-24-00:00:01,3.63,1024.26,289.45,51.0
2018-09-24-01:00:00,1.69,1024.47,292.05,42.0
2018-09-24-02:00:00,3.01,1024.28,292.65,38.0
2018-09-24-03:00:00,1.51,1023.78,294.65,31.0
2018-09-24-04:00:00,1.02,1022.88,295.75,28.0
2018-09-24-05:00:00,1.93,1021.88,296.25,27.0
2018-09-24-06:00:00,1.39,1021.08,297.05,25.0
2018-09-24-07:00:00,1.19,1020.38,297.55,23.0
2018-09-24-08:00:00,2.78,1019.98,296.45,25.0
2018-09-24-09:00:00,3.12,1020.07,296.45,24.0
2018-09-24-10:00:00,3.56,1020.06,295.35,28.0
2018-09-24-11:00:00,4.13,1020.65,293.65,34.0
2018-09-24-12:00:00,4.15,1021.35,292.95,36.0
2018-09-24-13:00:00,3.39,1021.84,292.95,36.0
2018-09-24-14:00:00,4.04,1021.95,292.05,40.0
2018-09-24-15:00:00,1.84,1022.24,288.75,54.0
2018-09-24-16:00:00,2.12,1022.34,287.65,61.0
2018-09-24-17:00:00,2.81,1022.54,286.85,68.0
2018-09-24-18:00:00,2.26,1022.44,286.95,67.0
2018-09-24-19:00:00,1.89,1022.54,286.55,70.0
2018-09-24-20:00:00,1.89,1022.54,284.85,76.0
2018-09-24-21:00:00,2.21,1022.43,285.15,75.0
2018-09-24-22:00:00,1.49,1022.63,285.05,75.0
2018-09-24-23:00:00,1.68,1023.24,285.95,76.0
2018-09-25-00:00:01,1.8,1023.56,288.05,67.0
2018-09-25-01:00:00,0.7,1024.07,290.65,58.0
2018-09-25-02:00:00,1.52,1023.97,292.05,59.0
2018-09-25-03:00:00,2.96,1023.58,293.45,56.0
2018-09-25-04:00:00,4.74,1022.88,294.05,49.0
2018-09-25-05:00:00,4.38,1022.28,295.25,45.0
2018-09-25-06:00:00,4.96,1021.48,295.75,40.0
2018-09-25-07:00:00,3.59,1021.08,296.25,38.0
2018-09-25-08:00:00,5.17,1021.08,295.85,39.0
2018-09-25-09:00:00,4.12,1020.87,295.15,42.0
2018-09-25-10:00:00,3.98,1020.87,294.55,44.0
2018-09-25-11:00:00,3.9,1021.16,293.75,48.0
2018-09-25-12:00:00,3.51,1021.66,293.65,51.0
2018-09-25-13:00:00,4.19,1021.97,293.05,52.0
2018-09-25-14:00:00,2.75,1021.76,292.15,55.0
2018-09-25-15:00:00,3.48,1021.77,292.15,56.0
2018-09-25-16:00:00,2.06,1021.65,291.75,58.0
2018-09-25-17:00:00,2.26,1021.95,289.85,69.0
2018-09-25-18:00:00,1.89,1021.95,289.95,70.0
2018-09-25-19:00:00,2.32,1021.75,288.75,76.0
2018-09-25-20:00:00,2.57,1022.15,287.85,80.0
2018-09-25-21:00:00,1.58,1022.35,287.45,80.0
2018-09-25-22:00:00,1.67,1022.55,287.15,82.0
2018-09-25-23:00:00,2.61,1023.05,287.65,81.0
2018-09-26-00:00:01,2.49,1023.26,289.65,70.0
2018-09-26-01:00:00,1.53,1023.27,291.05,64.0
2018-09-26-02:00:00,0.89,1023.58,294.65,52.0
2018-09-26-03:00:00,1.2,1023.18,294.65,51.0
2018-09-26-04:00:00,3.19,1022.68,295.65,45.0
2018-09-26-05:00:00,3.05,1021.98,296.55,38.0
2018-09-26-06:00:00,4.06,1021.48,296.65,39.0
2018-09-26-07:00:00,4.6,1020.78,296.35,41.0
2018-09-26-08:00:00,3.39,1020.28,296.25,39.0
2018-09-26-09:00:00,4.54,1020.17,295.85,40.0
2018-09-26-10:00:00,4.65,1020.37,294.85,42.0
2018-09-26-11:00:00,4.29,1020.46,293.75,47.0
2018-09-26-12:00:00,3.37,1020.96,292.95,52.0
2018-09-26-13:00:00,3.15,1021.15,292.35,54.0
2018-09-26-14:00:00,1.93,1021.04,291.55,58.0
2018-09-26-15:00:00,2.59,1020.94,291.95,56.0
2018-09-26-16:00:00,2.54,1020.64,289.15,69.0
2018-09-26-17:00:00,2.18,1020.94,288.35,73.0
2018-09-26-18:00:00,1.97,1021.04,288.25,72.0
2018-09-26-19:00:00,1.93,1020.84,287.95,74.0
2018-09-26-20:00:00,1.92,1020.44,287.55,75.0
2018-09-26-21:00:00,2.21,1020.24,287.25,74.0
2018-09-26-22:00:00,1.38,1020.23,286.85,75.0
2018-09-26-23:00:00,1.48,1020.64,287.25,78.0
2018-09-27-00:00:01,2.0,1020.55,288.35,72.0
2018-09-27-01:00:00,1.52,1020.76,290.05,65.0
2018-09-27-02:00:00,2.11,1020.76,290.85,63.0
2018-09-27-03:00:00,2.71,1019.96,291.45,62.0
2018-09-27-04:00:00,3.68,1019.16,291.55,66.0
2018-09-27-05:00:00,4.29,1018.46,292.55,62.0
2018-09-27-06:00:00,4.78,1017.76,293.15,59.0
2018-09-27-07:00:00,4.64,1017.06,293.45,58.0
2018-09-27-08:00:00,5.09,1016.56,293.15,62.0
2018-09-27-09:00:00,3.65,1015.65,293.15,60.0
2018-09-27-10:00:00,3.52,1015.35,292.05,68.0
2018-09-27-11:00:00,2.71,1015.35,291.75,71.0
2018-09-27-12:00:00,1.37,1015.94,291.35,75.0
2018-09-27-13:00:00,3.43,1016.75,289.95,86.0
2018-09-27-14:00:00,3.57,1016.74,289.15,90.0
2018-09-27-15:00:00,2.58,1015.94,289.05,91.0
2018-09-27-16:00:00,3.19,1015.84,288.85,91.0
2018-09-27-17:00:00,1.29,1015.74,288.45,91.0
2018-09-27-18:00:00,2.08,1015.63,288.35,91.0
2018-09-27-19:00:00,1.42,1015.33,287.75,89.0
2018-09-27-20:00:00,0.5,1015.13,287.95,90.0
2018-09-27-21:00:00,1.44,1015.03,287.75,92.0
2018-09-27-22:00:00,1.43,1015.23,286.25,93.0
2018-09-27-23:00:00,1.85,1015.23,287.35,94.0
2018-09-28-00:00:01,1.61,1015.54,287.65,91.0
2018-09-28-01:00:00,1.28,1015.44,289.55,81.0
2018-09-28-02:00:00,2.65,1015.35,290.55,75.0
2018-09-28-03:00:00,2.55,1014.85,292.25,71.0
2018-09-28-04:00:00,3.76,1013.76,293.75,57.0
2018-09-28-05:00:00,6.6,1012.56,295.35,49.0
2018-09-28-06:00:00,7.33,1011.35,295.95,47.0
2018-09-28-07:00:00,9.66,1010.06,296.45,35.0
2018-09-28-08:00:00,2.85,1012.05,293.05,63.0
2018-09-28-09:00:00,3.74,1011.64,292.65,63.0
2018-09-28-10:00:00,5.77,1013.04,290.85,75.0
2018-09-28-11:00:00,6.06,1013.94,290.15,68.0
2018-09-28-12:00:00,2.52,1015.74,289.15,73.0
2018-09-28-13:00:00,2.53,1015.94,288.45,77.0
2018-09-28-14:00:00,2.66,1015.53,286.75,82.0
2018-09-28-15:00:00,3.88,1014.73,286.35,79.0
2018-09-28-16:00:00,2.81,1014.72,285.95,82.0
2018-09-28-17:00:00,1.93,1014.52,285.45,84.0
2018-09-28-18:00:00,1.01,1014.02,285.45,81.0
2018-09-28-19:00:00,1.57,1013.12,285.15,81.0
2018-09-28-20:00:00,1.86,1012.81,284.05,83.0
2018-09-28-21:00:00,3.3,1014.12,284.25,78.0
2018-09-28-22:00:00,2.4,1014.62,284.05,80.0
2018-09-28-23:00:00,3.89,1015.02,284.75,77.0
2018-09-29-00:00:01,3.74,1015.94,287.55,66.0
2018-09-29-01:00:00,5.34,1016.55,290.05,48.0
2018-09-29-02:00:00,6.7,1016.95,289.45,36.0
2018-09-29-03:00:00,5.51,1016.55,290.65,33.0
2018-09-29-04:00:00,3.88,1015.65,292.65,32.0
2018-09-29-05:00:00,4.68,1014.86,293.55,29.0
2018-09-29-06:00:00,6.5,1014.76,294.55,22.0
2018-09-29-07:00:00,5.49,1014.76,292.75,25.0
2018-09-29-08:00:00,5.94,1015.06,292.65,24.0
2018-09-29-09:00:00,4.83,1015.56,292.75,25.0
2018-09-29-10:00:00,4.99,1016.05,290.45,27.0
2018-09-29-11:00:00,3.39,1016.45,288.95,29.0
2018-09-29-12:00:00,5.22,1017.13,288.35,31.0
2018-09-29-13:00:00,3.94,1017.12,287.55,33.0
2018-09-29-14:00:00,2.52,1016.82,287.45,33.0
2018-09-29-15:00:00,0.66,1016.72,286.95,38.0
2018-09-29-16:00:00,0.93,1016.01,286.05,42.0
2018-09-29-17:00:00,2.87,1016.04,287.45,37.0
2018-09-29-18:00:00,1.04,1015.71,284.05,55.0
2018-09-29-19:00:00,1.62,1015.31,282.45,63.0
2018-09-29-20:00:00,0.72,1014.7,282.65,63.0
2018-09-29-21:00:00,2.14,1014.2,282.35,67.0
2018-09-29-22:00:00,0.65,1013.9,282.15,67.0
2018-09-29-23:00:00,1.95,1013.91,286.65,46.0
2018-09-30-00:00:01,1.93,1014.14,286.95,49.0
2018-09-30-01:00:00,3.29,1014.04,289.35,46.0
2018-09-30-02:00:00,4.58,1013.75,291.15,34.0
2018-09-30-03:00:00,8.41,1013.05,292.15,31.0
2018-09-30-04:00:00,7.96,1012.65,291.25,33.0
2018-09-30-05:00:00,9.91,1011.55,291.75,35.0
2018-09-30-06:00:00,8.84,1010.74,291.95,36.0
2018-09-30-07:00:00,5.05,1010.94,292.55,38.0
2018-09-30-08:00:00,7.33,1011.64,290.25,43.0
2018-09-30-09:00:00,4.44,1012.34,290.05,43.0
2018-09-30-10:00:00,6.86,1013.14,289.25,41.0
2018-09-30-11:00:00,5.16,1013.94,288.65,47.0
2018-09-30-12:00:00,5.23,1014.44,288.35,47.0
2018-09-30-13:00:00,2.62,1014.93,286.65,53.0
2018-09-30-14:00:00,2.54,1014.83,286.45,54.0
2018-09-30-15:00:00,5.99,1014.74,287.95,51.0
2018-09-30-16:00:00,3.91,1014.93,287.75,53.0
2018-09-30-17:00:00,4.25,1015.04,289.65,45.0
2018-09-30-18:00:00,4.74,1015.35,289.35,47.0
2018-09-30-19:00:00,3.31,1015.44,289.15,47.0
2018-09-30-20:00:00,3.4,1015.34,288.65,49.0
2018-09-30-21:00:00,3.71,1015.74,288.45,49.0
2018-09-30-22:00:00,3.66,1016.34,288.75,48.0
2018-09-30-23:00:00,4.48,1016.65,289.25,47.0
2018-10-01-00:00:02,5.14,1017.15,291.35,43.0
2018-10-01-01:00:00,5.47,1017.46,293.65,36.0
2018-10-01-02:00:00,5.52,1017.37,295.35,31.0
2018-10-01-03:00:00,5.75,1016.87,297.25,28.0
2018-10-01-04:00:00,8.58,1016.07,297.95,24.0
2018-10-01-05:00:00,6.89,1015.38,299.35,22.0
2018-10-01-06:00:00,7.73,1014.78,299.55,21.0
2018-10-01-07:00:00,7.01,1014.38,299.35,21.0
2018-10-01-08:00:00,7.88,1014.47,299.05,21.0
2018-10-01-09:00:00,6.91,1014.87,297.75,23.0
2018-10-01-10:00:00,5.32,1015.37,295.95,26.0
2018-10-01-11:00:00,4.59,1016.37,294.65,28.0
2018-10-01-12:00:00,4.32,1017.06,293.25,30.0
2018-10-01-13:00:00,4.74,1017.66,293.15,30.0
2018-10-01-14:00:00,3.16,1018.14,290.35,39.0
2018-10-01-15:00:00,4.56,1018.26,291.85,34.0
2018-10-01-16:00:00,4.23,1018.26,291.25,36.0
2018-10-01-17:00:00,4.08,1018.46,290.95,37.0
2018-10-01-18:00:00,3.1,1018.44,289.65,42.0
2018-10-01-19:00:00,2.6,1018.33,287.95,49.0
2018-10-01-20:00:00,2.54,1018.63,284.65,64.0
2018-10-01-21:00:00,2.84,1018.93,285.35,64.0
2018-10-01-22:00:00,2.06,1019.23,284.65,68.0
2018-10-01-23:00:00,2.58,1019.54,286.35,67.0
2018-10-02-00:00:01,2.69,1019.95,289.25,54.0
2018-10-02-01:00:00,2.6,1020.27,292.65,41.0
2018-10-02-02:00:00,1.85,1020.27,294.85,38.0
2018-10-02-03:00:00,3.55,1019.68,296.75,29.0
2018-10-02-04:00:00,1.99,1018.88,296.85,27.0
2018-10-02-05:00:00,3.29,1018.18,297.45,26.0
2018-10-02-06:00:00,2.57,1017.38,298.65,25.0
2018-10-02-07:00:00,2.62,1016.78,298.75,24.0
2018-10-02-08:00:00,3.22,1016.68,299.05,23.0
2018-10-02-09:00:00,3.3,1016.58,298.55,24.0
2018-10-02-10:00:00,3.09,1016.86,297.45,25.0
2018-10-02-11:00:00,3.54,1017.37,295.95,26.0
2018-10-02-12:00:00,3.59,1017.97,291.65,42.0
2018-10-02-13:00:00,2.76,1018.74,289.95,48.0
2018-10-02-14:00:00,1.97,1019.34,289.55,53.0
2018-10-02-15:00:00,2.37,1019.73,289.75,54.0
2018-10-02-16:00:00,1.8,1019.83,287.75,62.0
2018-10-02-17:00:00,1.54,1019.83,287.15,63.0
2018-10-02-18:00:00,2.91,1020.04,286.65,66.0
2018-10-02-19:00:00,2.85,1019.93,285.75,73.0
2018-10-02-20:00:00,3.48,1020.03,285.55,72.0
2018-10-02-21:00:00,3.5,1020.53,284.55,76.0
2018-10-02-22:00:00,3.38,1021.03,284.55,73.0
2018-10-02-23:00:00,3.01,1021.44,286.25,65.0
2018-10-03-00:00:01,3.06,1021.96,289.45,52.0
2018-10-03-01:00:00,3.15,1022.47,291.95,42.0
2018-10-03-02:00:00,2.29,1022.78,294.55,34.0
2018-10-03-03:00:00,2.08,1022.28,296.35,30.0
2018-10-03-04:00:00,1.3,1021.69,297.85,25.0
2018-10-03-05:00:00,1.89,1020.99,298.55,22.0
2018-10-03-06:00:00,3.07,1020.19,298.45,22.0
2018-10-03-07:00:00,1.44,1019.79,299.65,20.0
2018-10-03-08:00:00,1.88,1019.69,298.95,20.0
2018-10-03-09:00:00,2.83,1019.78,298.15,24.0
2018-10-03-10:00:00,4.06,1019.96,297.15,26.0
2018-10-03-11:00:00,2.14,1020.55,293.15,38.0
2018-10-03-12:00:00,0.91,1021.05,292.75,38.0
2018-10-03-13:00:00,0.85,1021.64,290.25,49.0
2018-10-03-14:00:00,1.82,1022.04,288.75,57.0
2018-10-03-15:00:00,1.52,1022.34,288.05,60.0
2018-10-03-16:00:00,0.97,1022.54,287.45,65.0
2018-10-03-17:00:00,1.44,1022.54,287.85,62.0
2018-10-03-18:00:00,2.01,1022.34,285.65,70.0
2018-10-03-19:00:00,1.81,1022.44,285.05,73.0
2018-10-03-20:00:00,2.18,1022.44,284.45,78.0
2018-10-03-21:00:00,1.19,1022.73,284.45,75.0
2018-10-03-22:00:00,2.67,1023.23,284.05,77.0
2018-10-03-23:00:00,2.37,1023.84,285.45,73.0
2018-10-04-00:00:01,2.4,1024.15,287.55,66.0
2018-10-04-01:00:00,2.63,1024.57,290.65,52.0
2018-10-04-02:00:00,1.58,1024.38,292.65,45.0
2018-10-04-03:00:00,2.19,1023.78,293.85,51.0
2018-10-04-04:00:00,2.58,1022.78,295.35,46.0
2018-10-04-05:00:00,1.07,1021.98,296.85,45.0
2018-10-04-06:00:00,3.26,1021.08,297.05,41.0
2018-10-04-07:00:00,3.26,1020.69,298.05,36.0
2018-10-04-08:00:00,3.43,1020.48,298.15,36.0
2018-10-04-09:00:00,2.79,1020.37,297.35,39.0
2018-10-04-10:00:00,2.13,1020.46,295.65,46.0
2018-10-04-11:00:00,3.6,1021.07,294.95,50.0
2018-10-04-12:00:00,2.61,1021.56,292.35,62.0
2018-10-04-13:00:00,3.18,1022.16,291.25,68.0
2018-10-04-14:00:00,2.32,1022.66,290.05,74.0
2018-10-04-15:00:00,1.83,1022.75,290.05,75.0
2018-10-04-16:00:00,1.1,1022.65,289.95,75.0
2018-10-04-17:00:00,1.83,1022.44,289.15,77.0
2018-10-04-18:00:00,2.08,1022.44,290.05,70.0
2018-10-04-19:00:00,0.25,1021.94,288.05,77.0
2018-10-04-20:00:00,1.56,1021.64,286.15,84.0
2018-10-04-21:00:00,1.75,1021.74,286.35,83.0
2018-10-04-22:00:00,0.95,1021.74,285.75,84.0
2018-10-04-23:00:00,0.86,1022.04,286.15,85.0
2018-10-05-00:00:01,1.64,1022.35,288.65,79.0
2018-10-05-01:00:00,1.42,1022.66,290.55,71.0
2018-10-05-02:00:00,2.22,1022.17,291.55,69.0
2018-10-05-03:00:00,2.35,1021.47,292.75,62.0
2018-10-05-04:00:00,1.93,1020.67,294.25,56.0
2018-10-05-05:00:00,1.54,1019.58,295.45,50.0
2018-10-05-06:00:00,1.28,1018.67,296.55,45.0
2018-10-05-07:00:00,2.41,1017.97,297.15,40.0
2018-10-05-08:00:00,2.2,1017.57,297.15,40.0
2018-10-05-09:00:00,2.42,1017.36,296.45,42.0
2018-10-05-10:00:00,2.87,1017.25,293.85,54.0
2018-10-05-11:00:00,3.15,1017.84,292.55,62.0
2018-10-05-12:00:00,1.69,1017.94,291.75,65.0
2018-10-05-13:00:00,2.51,1018.55,291.35,69.0
2018-10-05-14:00:00,1.45,1018.75,290.15,72.0
2018-10-05-15:00:00,2.39,1018.95,288.85,79.0
2018-10-05-16:00:00,2.36,1018.66,290.05,76.0
2018-10-05-17:00:00,3.26,1018.95,289.55,74.0
2018-10-05-18:00:00,7.39,1019.06,291.75,48.0
2018-10-05-19:00:00,7.36,1019.66,290.25,46.0
2018-10-05-20:00:00,4.71,1020.45,288.95,47.0
2018-10-05-21:00:00,6.93,1021.25,287.45,50.0
2018-10-05-22:00:00,6.43,1021.65,286.85,44.0
2018-10-05-23:00:00,5.43,1022.35,286.35,46.0
2018-10-06-00:00:01,5.68,1022.96,288.15,34.0
2018-10-06-01:00:00,6.44,1023.16,290.05,24.0
2018-10-06-02:00:00,6.41,1022.87,290.65,21.0
2018-10-06-03:00:00,5.06,1022.37,291.75,21.0
2018-10-06-04:00:00,8.05,1021.87,293.65,14.0
2018-10-06-05:00:00,6.9,1020.87,293.85,15.0
2018-10-06-06:00:00,7.25,1020.07,293.85,14.0
2018-10-06-07:00:00,4.84,1019.77,294.15,15.0
2018-10-06-08:00:00,6.56,1019.67,293.45,14.0
2018-10-06-09:00:00,6.3,1019.46,292.85,15.0
2018-10-06-10:00:00,5.48,1019.76,291.35,16.0
2018-10-06-11:00:00,5.81,1020.56,290.45,18.0
2018-10-06-12:00:00,3.29,1021.46,288.65,21.0
2018-10-06-13:00:00,2.96,1021.64,287.45,24.0
2018-10-06-14:00:00,1.0,1021.93,285.65,30.0
2018-10-06-15:00:00,2.07,1022.02,285.45,34.0
2018-10-06-16:00:00,2.67,1022.12,284.55,37.0
2018-10-06-17:00:00,2.08,1022.32,284.55,35.0
2018-10-06-18:00:00,2.91,1022.15,285.95,29.0
2018-10-06-19:00:00,3.06,1022.05,286.45,26.0
2018-10-06-20:00:00,1.81,1022.03,279.65,62.0
2018-10-06-21:00:00,1.15,1022.15,280.05,56.0
2018-10-06-22:00:00,1.37,1022.03,282.85,37.0
2018-10-06-23:00:00,2.16,1022.53,280.95,57.0
2018-10-07-00:00:01,4.54,1022.76,287.45,25.0
2018-10-07-01:00:00,3.66,1022.97,290.25,22.0
2018-10-07-02:00:00,4.45,1022.47,291.05,20.0
2018-10-07-03:00:00,6.55,1021.57,293.15,14.0
2018-10-07-04:00:00,11.12,1020.57,293.25,13.0
2018-10-07-05:00:00,11.03,1019.27,294.35,12.0
2018-10-07-06:00:00,9.89,1018.27,294.75,12.0
